Name,Location,Description,record,expression,labels,alert,enabled,severity,for,actions,resolveConfiguration,annotations,translation
SloRuleGroup,eastus,Alerts on SLO,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""put"",url=""/v2/volumes/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnVolumeCreate,True,3.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnVolumeCreate has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on volume creation is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on volume creation is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on volume creation is above 1 minute in the last 10 minutes.'}",The 90th percentile of the average time it takes to handle HTTP PUT requests to /v2/volumes/<uuid> over the last 5 minutes is greater than 60 seconds for the cloud-volumes-service job.
SloRuleGroup,eastus,Alerts on SLO,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""delete"",url=""/v2/volumes/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnVolumeDelete,True,3.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnVolumeDelete has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on volume delete is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on volume delete is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on volume delete is above 1 minute in the last 10 minutes.'}",The 90th percentile of the average time it takes to delete a volume via the cloud-volumes-service over the last 5 minutes is greater than 60 seconds.
SloRuleGroup,eastus,Alerts on SLO,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""put"",url=""/v2/pools/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnPoolCreate,True,3.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnPoolCreate has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on pool create is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on pool create is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on pool create is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to process 'PUT' requests to '/v2/pools/<uuid>' on the cloud-volumes-service over a 5-minute period is greater than 60 seconds.
SloRuleGroup,eastus,Alerts on SLO,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""delete"",url=""/v2/pools/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnPoolDelete,True,3.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnPoolDelete has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on pool delete is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on pool delete is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on pool delete is above 1 minute in the last 10 minutes.'}",The 90th percentile of the average time it takes to delete a pool in the cloud volumes service over the last 5 minutes is greater than 60 seconds.
SloRuleGroup,eastus,Alerts on SLO,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""delete"",url=""/v2/volumes/<uuid>/backups/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnBackupDelete,True,3.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnBackupDelete has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on backup delete is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on backup delete is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on backup delete is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to delete a volume backup in the cloud-volumes-service is higher than 1 minute over the last 5 minutes.
SloRuleGroup,eastus,Alerts on SLO,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""put"",url=""/v2/volumereplications/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnReplicationCreate,True,3.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnReplicationCreate has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on replication create is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on replication create is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on replication create is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to process 'PUT' requests to '/v2/volumereplications/<uuid>' on the cloud-volumes-service is higher than 1 minute over the last 5 minutes.
SloRuleGroup,eastus,Alerts on SLO,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""delete"",url=""/v2/volumereplications/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnReplicationDelete,True,3.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnReplicationDelete has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on replication delete is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on replication delete is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on replication delete is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to delete a volume replication on the cloud-volumes-service is higher than 1 minute over the last 5 minutes.
SloRuleGroup,eastus,Alerts on SLO,,"(((max_over_time(volume_write_latency{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m]) or vector(0)) - (max_over_time(volume_write_latency{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0))) / (max_over_time(volume_write_latency{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0)) * 100 >= 10) and (((max_over_time(volume_write_latency{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0)) - (max_over_time(volume_write_latency{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 20m) or vector(0))) / (max_over_time(volume_write_latency{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 20m) or vector(0)) * 100 >= 10)",{'metric': 'volume_write_latency'},FIORunnersLatency,True,2.0,PT5M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FIORunnersVolume has fired on #$.labels.region#', 'IcM.Description': '10% Latency Deviation on Runners Volume in the Last 30 Minutes (10-Minute Iterations). (region #$.labels.region#) (volume #$.labels.volume#) (ontap_cluster #$.labels.ontap_cluster#) (node #$.labels.node#) (aggr #$.labels.aggr#)', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-file-storage/azure-netapp-files/azure-netapp-files/runbooks/runners-performance-deviation'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': '10% Latency Deviation on Runners Volume in the Last 30 Minutes (5-Minute Iterations). (region #$.labels.region#) (volume #$.labels.volume#) (ontap_cluster #$.labels.ontap_cluster#) (node #$.labels.node#) (aggr #$.labels.aggr#)', 'summary': '10% Latency Deviation on Runners Volume in the Last 30 Minutes (10-Minute Iterations).'}","The rule is triggering when two conditions are met:

1. The maximum write latency of volumes named ""vol_basic_volume"" or ""vol_standard_volume"" over the last 10 minutes has increased by at least 10% compared to the same metric 10 minutes ago.

2. The maximum write latency of the same volumes over the last 10 minutes (offset by 10 minutes) has also increased by at least 10% compared to the same metric 20 minutes ago.

In simpler terms, this rule is checking for a significant increase in write latency over two consecutive 10-minute periods."
SloRuleGroup,eastus,Alerts on SLO,,"(((max_over_time(volume_write_ops{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m]) or vector(0)) - (max_over_time(volume_write_ops{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0))) / (max_over_time(volume_write_ops{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0)) * 100 <= -10) and (((max_over_time(volume_write_ops{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0)) - (max_over_time(volume_write_ops{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 20m) or vector(0))) / (max_over_time(volume_write_ops{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 20m) or vector(0)) * 100 <= -10)",{'metric': 'volume_write_ops'},FIORunnersIOPS,True,3.0,PT5M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert for synthetics standard deviation in IOPS has fired on #$.labels.region#', 'IcM.Description': '10% IOPS Deviation on Runners Volume in the Last 30 Minutes (10-Minute Iterations). (region #$.labels.region#) (volume #$.labels.volume#) (ontap_cluster #$.labels.ontap_cluster#) (node #$.labels.node#) (aggr #$.labels.aggr#)', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-file-storage/azure-netapp-files/azure-netapp-files/runbooks/runners-performance-deviation'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': '10% IOPS Deviation on Runners Volume in the Last 30 Minutes (5-Minute Iterations). (region #$.labels.region#) (volume #$.labels.volume#) (ontap_cluster #$.labels.ontap_cluster#) (node #$.labels.node#) (aggr #$.labels.aggr#)', 'summary': '10% IOPS Deviation on Runners Volume in the Last 30 Minutes (10-Minute Iterations).'}","The volume write operations for volumes named ""vol_basic_volume"" or ""vol_standard_volume"" have decreased by more than 10% in the last 10 minutes compared to both the previous 10-20 minutes and the previous 20-30 minutes."
SloRuleGroup,eastus,Alerts on SLO,,"(((max_over_time(volume_write_data{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m]) or vector(0)) - (max_over_time(volume_write_data{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0))) / (max_over_time(volume_write_data{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0)) * 100 <= -10) and (((max_over_time(volume_write_data{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 10m) or vector(0)) - (max_over_time(volume_write_data{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 20m) or vector(0))) / (max_over_time(volume_write_data{volume=~""vol_basic_volume.*|vol_standard_volume.*""}[10m] offset 20m) or vector(0)) * 100 <= -10)",{'metric': 'volume_write_data'},FIORunnersThroughput,True,3.0,PT5M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert for synthetics standard deviation in Throughput has fired on #$.labels.region#', 'IcM.Description': '10% Throughput Deviation on Runners Volume in the Last 30 Minutes (10-Minute Iterations). (region #$.labels.region#) (volume #$.labels.volume#) (ontap_cluster #$.labels.ontap_cluster#) (node #$.labels.node#) (aggr #$.labels.aggr#)', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-file-storage/azure-netapp-files/azure-netapp-files/runbooks/runners-performance-deviation'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': '10% Throughput Deviation on Runners Volume in the Last 30 Minutes (5-Minute Iterations). (region #$.labels.region#) (volume #$.labels.volume#) (ontap_cluster #$.labels.ontap_cluster#) (node #$.labels.node#) (aggr #$.labels.aggr#)', 'summary': '10% Throughput Deviation on Runners Volume in the Last 30 Minutes (10-Minute Iterations).'}","The volume write data for volumes named ""vol_basic_volume"" or ""vol_standard_volume"" has decreased by more than 10% in the last 10 minutes compared to the previous 10 minutes, and also decreased by more than 10% in the last 20 minutes compared to the 10 minutes before that."
CshRuleGroup,eastus,Alerts on CSH,,"increase(csh_akv_failure_count[5m]) > 0 and csh_akv_failure_count{hostname=~""cvt-metric-receiver.*|qstack-usage-geneva-pusher.*|cvt-pipelines.*|statistics-qollector-usage.*|cloud-volumes-secd-proxy.*|fluentd-aggregator-geneva-logs.*|cvt-cvi-scraper.*""}","{'metric': 'csh_akv_failure_count', 'service': 'csh', 'pod': 'csh'}",CshAkvFailureCount,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert CshAkvFailureCount has fired on #$.labels.region# | hostname #$.labels.hostname#', 'IcM.Description': 'The CshAkvFailureCount #$.labels.job# has failed', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/csh-akv-secret-retrieval-failed'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'The CshAkvFailureCount #$.labels.schedule# has failed #$.labels.value# times', 'summary': 'Csh AKV Count Failure at least once in the last 5 minutes.', 'dashboard': 'to-be-added'}","Trigger an alert when there is an increase in the number of AKV failures over the last 5 minutes and the failure occurs on a host with a name matching one of the following patterns: cvt-metric-receiver, qstack-usage-geneva-pusher, cvt-pipelines, statistics-qollector-usage, cloud-volumes-secd-proxy, fluentd-aggregator-geneva-logs, or cvt-cvi-scraper."
CshRuleGroup,eastus,Alerts on CSH,,increase(csh_fallback_to_k8s_secret[5m]) > 0,"{'metric': 'csh_fallback_to_k8s_secret', 'service': 'csh', 'pod': 'csh'}",CshFallbackToK8Secret,False,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert CshFallbackToK8Secret has fired on #$.labels.region# | hostname #$.labels.hostname#', 'IcM.Description': 'Csh Fallback To K8s Secret #$.labels.job# has occurred, please investigate', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/csh-akv-secret-retrieval-failed'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'Csh Fallback To K8s Secret #$.labels.schedule# has occurred, please investigate', 'summary': 'Csh Fallback to K8s Secret at least once in the last 5 minutes.', 'dashboard': 'to-be-added'}",There has been an increase in the number of times a fallback to a Kubernetes secret occurred within the last 5 minutes.
VeleroRuleGroup,eastus,Alerts on Velero,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""put"",url=""/v2/pools/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnPoolCreate,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnPoolCreate has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on pool create is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on pool create is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on pool create is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to process 'PUT' requests to '/v2/pools/<uuid>' on the cloud-volumes-service over a 5-minute period is greater than 60 seconds.
VeleroRuleGroup,eastus,Alerts on Velero,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""delete"",url=""/v2/pools/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnPoolDelete,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnPoolDelete has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on pool delete is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on pool delete is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on pool delete is above 1 minute in the last 10 minutes.'}",The 90th percentile of the average time it takes to delete a pool in the cloud volumes service over the last 5 minutes is greater than 60 seconds.
VeleroRuleGroup,eastus,Alerts on Velero,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""delete"",url=""/v2/volumes/<uuid>/backups/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnBackupDelete,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnBackupDelete has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on backup delete is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on backup delete is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on backup delete is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to delete a volume backup in the cloud-volumes-service is higher than 1 minute over the last 5 minutes.
VeleroRuleGroup,eastus,Alerts on Velero,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""put"",url=""/v2/volumereplications/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnReplicationCreate,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnReplicationCreate has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on replication create is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on replication create is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on replication create is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to process 'PUT' requests to '/v2/volumereplications/<uuid>' on the cloud-volumes-service is higher than 1 minute over the last 5 minutes.
VeleroRuleGroup,eastus,Alerts on Velero,,"histogram_quantile(0.90, rate(http_request_duration_seconds_bucket{job=""cloud-volumes-service"",method=""delete"",url=""/v2/volumereplications/<uuid>""}[5m])) > 60","{'metric': 'http_request_duration_seconds_bucket', 'service': 'cvs', 'pod': 'cvs'}",HighP90LatenyOnReplicationDelete,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnReplicationDelete has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on replication delete is above 1 minute in the last 10 minutes., please investigate'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on replication delete is above 1 minute in the last 10 minutes., please investigate', 'summary': 'P90 latency on replication delete is above 1 minute in the last 10 minutes.'}",The 90th percentile of the time it takes to delete a volume replication on the cloud-volumes-service is higher than 1 minute over the last 5 minutes.
VeleroRuleGroup,eastus,Alerts on Velero,,increase(velero_backup_failure_total[5m]) > 0,"{'metric': 'velero_backup_failure_total', 'service': 'velero', 'pod': 'velero'}",VeleroBackupFailed,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VeleroBackupFailed has fired on #$.labels.region#', 'IcM.Description': 'The backup #$.labels.schedule# has failed #$.labels.value# times'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'The backup #$.labels.schedule# has failed #$.labels.value# times', 'summary': 'Velero backup has failed at least once in the last 5 minutes.'}",There has been at least one Velero backup failure in the last 5 minutes.
VeleroRuleGroup,eastus,Alerts on Velero,,increase(velero_restore_failed_total[5m]) > 0,"{'metric': 'velero_restore_failed_total', 'service': 'velero', 'pod': 'velero'}",VeleroRestoreFailed,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VeleroRestoreFailed has fired on #$.labels.region#', 'IcM.Description': 'The restore #$.labels.schedule# has failed #$.labels.value# times'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'The restore #$.labels.schedule# has failed #$.labels.value# times', 'summary': 'Velero restore has failed at least once in the last 5 minutes.'}",There has been at least one Velero restore failure in the last 5 minutes.
VeleroRuleGroup,eastus,Alerts on Velero,,increase(velero_volume_snapshot_failure_total[5m]) > 0,"{'metric': 'velero_volume_snapshot_failure_total', 'service': 'velero', 'pod': 'velero'}",VeleroVolumeSnapshotFailed,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VeleroVolumeSnapshotFailed has fired on #$.labels.region#', 'IcM.Description': 'The Volume Snapshot #$.labels.schedule# has failed #$.labels.value# times'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'The Volume Snapshot #$.labels.schedule# has failed #$.labels.value# times', 'summary': 'Velero volume snapshot has failed at least once in the last 5 minutes.'}",There has been at least one Velero volume snapshot failure in the last 5 minutes.
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"count by (namespace, rabbitmq_cluster) (erlang_vm_dist_node_state * on(instance) group_left(rabbitmq_cluster) rabbitmq_identity_info == 3) < count by (namespace, rabbitmq_cluster) (rabbitmq_build_info * on(instance) group_left(rabbitmq_cluster) rabbitmq_identity_info) * (count by (namespace, rabbitmq_cluster) (rabbitmq_build_info * on(instance) group_left(rabbitmq_cluster) rabbitmq_identity_info) -1 )","{'metric': 'erlang_vm_dist_node_state', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",InsufficientEstablishedErlangDistributionLinks,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert InsufficientEstablishedErlangDistributionLinks has fired on #$.labels.region#', 'IcM.Description': 'There are too few established Erlang distribution links in RabbitMQ cluster.'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'There are too few established Erlang distribution links in RabbitMQ cluster.', 'summary': ""RabbitMQ clusters have a full mesh topology. All RabbitMQ nodes connect to all other RabbitMQ nodes in both directions. The expected number of established Erlang distribution links is therefore `n*(n-1)` where `n` is the number of RabbitMQ nodes in the cluster. Therefore, the expected number of distribution links are `0` for a 1-node cluster, `6` for a 3-node cluster, and `20` for a 5-node cluster. This alert reports that the number of established distributions links is less than the expected number. Some reasons for this alert include failed network links, network partitions, failed clustering (i.e. nodes can't join the cluster). Check the panels `All distribution links`, `Established distribution links`, `Connecting distributions links`, `Waiting distribution links`, and `distribution links` of the Grafana dashboard `Erlang-Distribution`. Check the logs of the RabbitMQ nodes: `kubectl -n rabbitmq logs -l app.kubernetes.io/component=rabbitmq`.""}","The number of RabbitMQ nodes in a cluster that are not fully connected is greater than 0, indicating a potential issue with the cluster's stability. Specifically, this rule checks if there are fewer nodes reporting a fully connected state (erlang_vm_dist_node_state == 3) compared to the total number of nodes in the cluster, minus one, which allows for a single node to be disconnected without triggering the alert."
